Cod partener,Nr.contract,Adresa partener,Contract start,Stare,Contract end,Cod produs,Tip produs,UM,Valuta,Pret contractat,Pret mediu factura,Cantitate facturat total
32988836,949,"…. - E, B-DUL VASILE MILEA, SECTOR1",21-May-2014,Valid,01.06.2017,SGF_288,Marfa,KG,EUR,35.12,26.51,132
13237646,1259,"…. - IMIRESCU - IULIUS CENTER, IASI",19-Nov-2015,Valid,19.11.2018,SGF_2V1_1990,Marfa,KG,EUR,25.09,19.74,151
13237646,1259,"…. - IMIRESCU - IULIUS CENTER, IASI",19-Nov-2015,Valid,19.11.2018,SGF_286_7515,Marfa,KG,EUR,22.4,14.53,615
40362239,1976,"…. - tive Constructorul), TIMISOARA",25-Apr-2019,Valid,09.05.2022,SGF_254,Marfa,KG,EUR,33.87,26.41,27
15138665,1823,"…. - EDIU CENTRAL, -VICTORIEI, DETA",21-Mar-2018,Valid,19.03.2021,SGF_2V1_1990,Marfa,KG,EUR,20.07,15.43,7
15138665,1823,"…. - EDIU CENTRAL, -VICTORIEI, DETA",21-Mar-2018,Valid,19.03.2021,SGF_288,Marfa,KG,EUR,31.36,17.97,200
33924423,1241,"…. - N, PIATA GEORGE ENESCU, BRASOV",20-Oct-2015,Valid,19.10.2018,SGF_28X_7510,Marfa,KG,EUR,30.11,27.95,324
33924423,1241,"…. - N, PIATA GEORGE ENESCU, BRASOV",20-Oct-2015,Valid,19.10.2018,SGF_269_1100,Marfa,KG,EUR,31.36,24.03,170
38056190,2168,"…. - , EMANUIL UNGUREANU, TIMISOARA",19-Jan-2021,Draft,19.01.2023,SGF_254,Marfa,KG,EUR,31.36,25,8
30810378,1246,"…. - DS, CADEREA BASTILIEI, SECTOR1",22-Oct-2015,Valid,31.10.2016,SGF_28X_7510,Marfa,KG,EUR,36.38,28,19
3909316,748,"…. - R. DEALUL FURCILOR, ALBA-IULIA",23-Jan-2013,Valid,01.01.2016,SGF_269_1100,Marfa,KG,EUR,32.61,21.45,487
3909316,748,"…. - R. DEALUL FURCILOR, ALBA-IULIA",23-Jan-2013,Valid,01.01.2016,SGF_288,Marfa,KG,EUR,32.61,25,5
39762290,2027,"…. - - FIFILAND, SIBIULUI, SELIMBAR",23-Sep-2019,Valid,19.09.2022,SGF_MD4,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"2,060.00","2,060.00",1
39762290,2027,"…. - - FIFILAND, SIBIULUI, SELIMBAR",23-Sep-2019,Valid,19.09.2022,SGF_29P,Marfa,Cut,EUR,65.06,49.7,11
39762290,2027,"…. - - FIFILAND, SIBIULUI, SELIMBAR",23-Sep-2019,Valid,19.09.2022,SGF_29L,Marfa,Cut,EUR,24.09,18.4,1
18697025,1293,"…. - LEVARDUL STEFAN CEL MARE, IASI",24-Feb-2016,Valid,30.04.2016,#N/A,#N/A,BUC,EUR,19,17.54,13
18697025,1397,"…. -  S. PETRU GARA, SOS ARCU, IASI",10-Jun-2016,Valid,09.06.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.73,164
18697025,1397.1,"…. - PENDENTEI, CHIOSC EXPRES, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.81,96
18697025,1397.2,"…. - ETRU COPOU, BDUL CAROL I, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.36,151
18697025,1397.3,"…. - VARDUL STEFAN CEL MARE, VASLUI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.66,37
18697025,1397.4,"…. -  PETRU SELECT, CUZA VODA, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.38,141
18697025,1397.5,"…. - HICA VODA, GRIGORE GHICA, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.4,119
18697025,1397.6,"…. - . PETRU PODU ROS, SOCOLA, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.93,107
18697025,1397.7,"…. - RU TG CUCU, ROND TG CUCU, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,18.1,148
18697025,1397.8,"…. - . PETRU FAST FOOD, COPOU, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.5,139
18697025,1397.9,"…. -  T17, TUDOR VLADIMIRESCU, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,18.49,111
18697025,1397.1,"…. - . PETRU PALAS DPP, PALAS, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.85,198
18697025,1397.11,"…. -  - S. PETRU CFR, CAROL I, IASI",4-Aug-2016,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,17.85,66
18697025,1397.12,"…. - . PETRU ALEXANDRU, ARGES, IASI",5-Jul-2017,Valid,09.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,19,12
41192833,2144,"…. - SCA, VASILE ALECSANDRI, GALATI",8-Sep-2020,Valid,09.09.2023,SGF_288,Marfa,KG,EUR,31.36,25,1
37340567,1597,"…. - RE - COMPLEX BUCOVINA, SUCEAVA",11-May-2017,Valid,19.05.2021,SGF_288,Marfa,KG,EUR,33.87,23.87,58
36236470,1617,"…. - SCOP AUGUSTIN PACHA, TIMISOARA",7-Jun-2017,Valid,07.09.2020,SGF_288,Marfa,KG,EUR,31.36,20.57,14
16897876,2086,"…. - EEA AVANTULUI , MIERCUREA CIUC",5-Mar-2020,Valid,09.03.2023,SGF_269_1100,Marfa,KG,EUR,27.96,23.13,"2,400.00"
38201001,1711,"…. - ON CAFFEE, CUMPENEI, CONSTANTA",16-Oct-2017,Valid,15.10.2020,SGF_288,Marfa,KG,EUR,32.61,25.56,725
45715480,2443,"…. -  EGGO CAFE, AVRAM IANCU, LUGOJ",8-Nov-2023,Draft,19.10.2026,SGF_254,Marfa,KG,EUR,29.52,30.14,7
40579409,2110,"…. - S, Gavril Musicescu, TIMISOARA",23-Jun-2020,Valid,22.06.2023,SGF_254,Marfa,KG,EUR,30.49,25.74,36
26074540,593,"…. - PETRICESCU HASDEU, CLUJ-NAPOCA",7-Feb-2012,Valid,10.01.2015,SGF_288,Marfa,KG,EUR,32.61,20.73,29
26074540,1050,"…. - PETRICESCU HASDEU, CLUJ-NAPOCA",21-Nov-2014,Valid,01.12.2017,SGF_269_1100,Marfa,KG,EUR,33.87,24.15,166
24607914,687,"…. -  ROYAL, STR. ADY ENDRE , CAREI",12-Sep-2012,Valid,01.09.2015,SGF_288,Marfa,KG,EUR,32.61,24.03,532
24607914,1066,"…. - S CAFFE, REPUBLICII, BAIA MARE",5-Dec-2014,Valid,10.12.2017,LSM_202033,Obiecte inventar,BUC,EUR,72,334.66,1
24607914,1298,"…. - COBET, 1 DECEMBRIE 1918, CAREI",1-Mar-2016,Valid,14.03.2025,SGF_269_1100,Marfa,KG,EUR,31.26,9.75,32
24607914,1298,"…. - COBET, 1 DECEMBRIE 1918, CAREI",1-Mar-2016,Valid,14.03.2025,SGF_288,Marfa,KG,EUR,31.36,24.43,153
24607914,1684,"…. - COBET, 1 DECEMBRIE 1918, CAREI",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39.15,3
24607914,1684.1,"…. - ET 1, GHEORGHE MAGHERU, ORADEA",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,1
24607914,1684.2,"…. - COBET 2, TRANSILVANIEI, ORADEA",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,1
24607914,1684.3,"…. -  - BANCOBET 3, CAZABAN, ORADEA",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,1
24607914,1684.4,"…. - T 6, LUIS PASTEUR, CLUJ NAPOCA",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,7
24607914,1684.5,"…. - S CAFFE, REPUBLICII, BAIA MARE",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,41.95,36
24607914,1684.6,"…. - S, REPUBLICII, VALEA LUI MIHAI",7-Sep-2017,Valid,09.09.2020,SGF_MBE,Obiecte inventar,BUC,EUR,90,94,1
24607914,1684.6,"…. - S, REPUBLICII, VALEA LUI MIHAI",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,42.21,66
24607914,1684.7,"…. -  CONSTANTIN I. NOTTARA, ORADEA",7-Sep-2017,Valid,09.09.2020,SGF_29P,Marfa,Cut,EUR,54.98,39,2
24607914,1685,"…. - RL - JADOR, PRINCIPALA, MOISEI",7-Sep-2017,Valid,20.03.2025,SGF_288,Marfa,KG,,28.94,25.22,123
24607914,1958,"…. -  ROYAL, STR. ADY ENDRE , CAREI",8-Apr-2019,Valid,09.04.2025,SGF_29P,Marfa,Cut,EUR,54.98,42.78,37
31524048,1276,"…. -  PIATA 25 OCTOMBRIE, SATU MARE",5-Jan-2016,Valid,10.01.2017,SGF_288,Marfa,KG,EUR,31.36,18.75,32
36767714,1644,"…. - , EMANOIL UNGUREANU, TIMISOARA",29-Jun-2017,Valid,31.01.2022,BC_ES65ESPRESSA,Marfa,KG,EUR,36.38,27.97,31
36767714,1644,"…. - , EMANOIL UNGUREANU, TIMISOARA",29-Jun-2017,Valid,31.01.2022,SGF_288,Marfa,KG,EUR,32.61,24.04,26
35571425,1466,"…. - CAFFE, VICTOR BABES, BAIA MARE",21-Sep-2016,Valid,30.09.2019,SGF_28X_7510,Marfa,KG,EUR,36.38,24.03,127
40468362,2171,"…. - H LA LA, TRANSILVANIEI, ORADEA",9-Feb-2021,Valid,09.02.2024,SGF_254,Marfa,KG,EUR,33.87,23.63,8
34100900,1891,"…. - AL, ALEEA GODEANU, CLUJ NAPOCA",17-Sep-2018,Valid,19.09.2021,SGF_29P,Marfa,Cut,EUR,54.98,40.95,20
14927326,1870,"…. - OLT, GHEORGHE LAZAR, TIMISOARA",6-Jul-2018,Valid,09.07.2023,SGF_254,Marfa,KG,EUR,35.12,25.39,163
35698276,1585,"…. - L - BELAGIO, CLOSCA, SATU MARE",24-Apr-2017,Valid,30.04.2020,SGF_28X_7510,Marfa,KG,EUR,36.38,26.86,49
35698276,1791,"…. - L - BELAGIO, CLOSCA, SATU MARE",9-Feb-2018,Valid,04.02.2023,SGF_200.002.017,Marfa,KG,EUR,17.92,21.08,146
36254360,1555,"…. -  XI, PIATA LIBERTII, BAIA MARE",13-Mar-2017,Valid,12.03.2020,SGF_200.002.017,Marfa,KG,EUR,33.6,28.57,200
14972963,1551,"…. - UCEDAVA, PIATA CENTRALA, ROMAN",6-Mar-2017,Valid,09.03.2022,SGF_2V1_1990,Marfa,KG,EUR,23.83,18.32,252
28050432,693,"…. - ICE, STR. VICTORIEI, BAIA MARE",1-Oct-2012,Valid,01.03.2016,SGF_269_1100,Marfa,KG,EUR,32.61,22.88,648
28050432,1083,"…. - ICE, STR. VICTORIEI, BAIA MARE",26-Jan-2015,Valid,01.02.2019,SGF_269_1100,Marfa,KG,EUR,33.87,22.88,648
2040834,361,"…. - AIL KOGALNICEANU, PIATRA NEAMT",1-Jun-2014,Valid,30.11.2099,SGF_269_1100,Marfa,KG,EUR,33.87,24.36,117
2040834,361,"…. - AIL KOGALNICEANU, PIATRA NEAMT",1-Jun-2014,Valid,30.11.2099,SGF_288,Marfa,KG,EUR,33.87,22.35,375
2040834,362,"…. - AIL KOGALNICEANU, PIATRA NEAMT",1-Jun-2014,Valid,31.12.2019,SGF_29P,Marfa,Cut,EUR,64.14,48.06,15
2040834,362,"…. - AIL KOGALNICEANU, PIATRA NEAMT",1-Jun-2014,Valid,31.12.2019,SGF_288,Marfa,KG,EUR,33.87,22.75,24
9020354,1708,"…. - SEDIU CENTRAL, RAHOVEI, BRASOV",11-Oct-2017,Valid,19.10.2020,SGF_28X_7510,Marfa,KG,EUR,28.85,26.13,6
9020354,1708,"…. - SEDIU CENTRAL, RAHOVEI, BRASOV",11-Oct-2017,Valid,19.10.2020,BC_ES65ESPRESSA,Marfa,KG,EUR,28.1,9.8,2
28514354,1826,"…. - ENTRAL, VILCELE, AIUDUL DE SUS",23-Mar-2018,Valid,31.03.2019,SGF_200.002.017,Marfa,KG,EUR,17.92,15,75
36827689,1699,"…. - FFE, MIHAI VITEAZU, CARANSEBES",22-Sep-2017,Valid,30.09.2020,SGF_288,Marfa,KG,EUR,31.36,21,"1,601.00"
36827689,2157,"…. - FFE, MIHAI VITEAZU, CARANSEBES",22-Oct-2020,Valid,28.02.2023,SGF_288,Marfa,KG,EUR,26.88,21,"1,601.00"
36827689,2294,"…. - FFE, MIHAI VITEAZU, CARANSEBES",1-Jun-2022,Valid,31.05.2025,SGF_288,Marfa,KG,EUR,26.88,21,"1,601.00"
19079960,1308,"…. - trada  MESTESUGARILOR, COVASNA",10-Mar-2016,Valid,09.03.2019,SGF_288,Marfa,KG,EUR,31.36,24,17
14136887,2109,"…. - U CENTRAL, TINERETULUI, ROZNOV",22-Jun-2020,Draft,21.06.2023,SGF_2V1_1990,Marfa,KG,EUR,22.58,18,24
16416026,584,"…. - TR. TITULESCU NICOLAE , BRASOV",11-Jan-2012,Valid,20.12.2017,SGF_288,Marfa,KG,EUR,33.87,25.62,55
38139228,1688,"…. -  VILA PRESIDENT, COPOSU, ZALAU",11-Sep-2017,Valid,19.09.2020,SGF_288,Marfa,KG,EUR,31.36,22.08,156
38139228,1688.1,"…. - RGIANI, CORNELIU COPOSU, ZALAU",26-Sep-2018,Valid,30.09.2021,SGF_288,Marfa,KG,EUR,31.36,22.5,88
18702881,831,"…. -  PIATA 1 DECEMBRIE 1918, TURDA",10-Jun-2013,Valid,10.05.2015,SGF_288,Marfa,KG,EUR,32.61,23.38,441
18702881,1940,"…. -  PIATA 1 DECEMBRIE 1918, TURDA",6-Mar-2019,Valid,09.03.2022,SGF_29P,Marfa,Cut,EUR,54.98,43.4,6
18702881,1940,"…. -  PIATA 1 DECEMBRIE 1918, TURDA",6-Mar-2019,Valid,09.03.2022,SGF_269_1100,Marfa,KG,EUR,30.78,24.79,275
26761048,1177,"…. -  B-DUL 16 DECEMBRIE, TIMISOARA",7-Jul-2015,Valid,09.07.2018,SGF_288,Marfa,KG,EUR,30.11,23.33,9
15308409,343,"…. - , STR. BARITIU GHEORGHE , DEVA",1-Jun-2010,Valid,30.06.2017,SGF_269_1100,Marfa,KG,EUR,35.12,26.21,21
37585338,1652,"…. - AL, Str. VASILE LUCACIU, CAREI",11-Jul-2017,Valid,19.07.2020,SGF_29P,Marfa,Cut,EUR,3.93,39.23,4
1674760,1375,"…. - EST WESTERN HOTEL, HORIA, ARAD",19-May-2016,Valid,19.08.2019,SGF_288,Marfa,KG,EUR,31.36,22.62,486
7668806,2000,"…. -  CENTRU  DE ECHIATATIE, BRASOV",3-Jul-2019,Valid,09.07.2022,SGF_269_1100,Marfa,KG,EUR,35.12,28,19
10466645,322,"…. - WN CAFE, STR. FABRICII , ZALAU",7-May-2010,Valid,10.11.2017,SGF_269_1100,Marfa,KG,EUR,32.61,23.25,40
16734542,1010,"…. -  1 DECEMBRIE 1918, CLUJ-NAPOCA",18-Jun-2014,Valid,10.10.2017,SGF_288,Marfa,KG,EUR,31.36,21.39,258
26341630,513,"…. - iu, STR.M VITEAZUL, CARANSEBES",8-Jun-2011,Valid,31.05.2020,SGF_288,Marfa,KG,EUR,32.61,25.07,363
18357449,2267,"…. - IROU, TIPOGRAFIEI, CLUJ NAPOCA",7-Apr-2022,Draft,04.04.2025,SGF_29L,Marfa,Cut,EUR,20.29,17.05,4
18357449,2267,"…. - IROU, TIPOGRAFIEI, CLUJ NAPOCA",7-Apr-2022,Draft,04.04.2025,SGF_29M,Marfa,Cut,EUR,20.29,17.05,4
30782022,1419,"…. - HEF'S BOUTIQUE, TRAIAN, BRASOV",6-Jul-2016,Valid,05.07.2023,BC_ES65ESPRESSA,Marfa,KG,EUR,35.12,27.57,27
30782022,1419,"…. - HEF'S BOUTIQUE, TRAIAN, BRASOV",6-Jul-2016,Valid,05.07.2023,SGF_269_1100,Marfa,KG,EUR,0,24.23,44
30782022,1419,"…. - HEF'S BOUTIQUE, TRAIAN, BRASOV",6-Jul-2016,Valid,05.07.2023,SGF_288,Marfa,KG,EUR,0,25.59,176
17707040,1170,"…. - RING, B-DUL REPUBLICII , ROMAN",1-Jul-2015,Valid,25.08.2015,SGF_288,Marfa,KG,EUR,18.82,25.2,26
17707040,1170,"…. - RING, B-DUL REPUBLICII , ROMAN",1-Jul-2015,Valid,25.08.2015,LSM_202033,Obiecte inventar,BUC,EUR,76,76,1
26568242,2181,"…. - r. MÁRTON ÁRON, MIERCUREA CIUC",4-Mar-2021,Valid,09.03.2024,SGF_29P,Marfa,Cut,EUR,54.98,45.7,7
30707160,1916,"…. - T  DE LUCRU, GOETHE, TIMISOARA",27-Nov-2018,Valid,30.11.2021,SGF_29P,Marfa,Cut,EUR,54.98,44.34,23
30707160,1916,"…. - T  DE LUCRU, GOETHE, TIMISOARA",27-Nov-2018,Valid,30.11.2021,SGF_358,Marfa,Cut,EUR,16.5,16,3
30707160,1916,"…. - T  DE LUCRU, GOETHE, TIMISOARA",27-Nov-2018,Valid,30.11.2021,SGF_29L,Marfa,Cut,EUR,20.29,15.5,1
37570051,2051,"…. - CT DE LUCRU, Iuliu Maniu, ARAD",26-Nov-2019,Valid,30.11.2022,SGF_29P,Marfa,Cut,EUR,51.05,48.04,14
32829970,1329,"…. - LL - CALEA NATIONALA, BOTOSANI",1-Apr-2016,Valid,31.03.2019,SGF_288,Marfa,KG,EUR,33.87,23.27,60
24215244,1595,"…. - OF MIKO IMRE, SFANTU  GHEORGHE",27-Oct-2017,Valid,*,SGF_200.002.017,Marfa,KG,EUR,27.44,24.09,304
37444622,1687,"…. - RL - SEDIU CENTRAL, MERA, MERA",14-Jul-2017,Valid,19.07.2020,SGF_29P,Marfa,Cut,RON,51.05,38.98,8
4756393,2043,"…. - I, CALEA BUCURESTILOR, PITESTI",25-Oct-2019,Valid,31.10.2022,SGF_29P,Marfa,Cut,EUR,54.98,42.96,40
4756393,2052,"…. - CEA, FERDINAND, RAMNICU VALCEA",28-Nov-2019,Valid,30.11.2022,SGF_29P,Marfa,Cut,EUR,54.98,48.03,37
4756393,2084,"…. - RL- GREEN PUB, UNIRII, MIOVENI",26-Feb-2020,Valid,28.02.2023,SGF_254,Marfa,KG,EUR,29.04,26.91,260
4756393,2084,"…. - RL- GREEN PUB, UNIRII, MIOVENI",26-Feb-2020,Valid,28.02.2023,SGF_269_1100,Marfa,KG,EUR,33.87,27,42
4075227,1357,"…. - NU, ZOLD PETER, MIERCUREA CIUC",27-Apr-2016,Valid,19.04.2019,SGF_269_1100,Marfa,KG,EUR,36.38,28,12
44602253,2415,"…. - EAT, ATHANASIE ENESCU, SECTOR1",29-Jun-2023,Valid,30.06.2026,SGF_2V1_1990,Marfa,KG,EUR,16,16,3
33078448,1486,"…. -  REVERSE CAFE, OLTULUI, BUFTEA",25-Oct-2016,Valid,27.10.2019,SGF_288,Marfa,KG,EUR,31.36,24,40
34021008,1549,"…. - R DONUTS, SFANTUL TEODOR, IASI",6-Mar-2017,Valid,09.03.2020,SGF_286_7515,Marfa,KG,EUR,25.76,22,5
25220605,953,"…. -  BOX, STR. TRAIAN, CLUJ-NAPOCA",21-May-2014,Valid,01.05.2017,SGF_286_7515,Marfa,KG,EUR,25.76,20.33,27
25220605,953,"…. -  BOX, STR. TRAIAN, CLUJ-NAPOCA",21-May-2014,Valid,01.05.2017,SGF_29P,Marfa,Cut,EUR,51.05,39.35,14
33005322,2284,"…. - LUB BKL, STEFAN CEL MARE, DETA",24-May-2022,Valid,09.05.2025,SGF_269_1100,Marfa,KG,EUR,29.12,26.37,129
30649558,2198,"…. - CLUB HUSH, PANSELELOR, PITESTI",20-May-2021,Valid,19.05.2024,SGF_254,Marfa,KG,EUR,29.04,25.92,75
39679501,2069,"…. -  corp Parter, nr 16, TIMISOARA",28-Jan-2020,Valid,12.12.2025,SGF_29P,Marfa,Cut,EUR,54.98,44.64,18
23266770,2406,"…. - BOGDAN VODA, SIGHETU MARMATIEI",28-Apr-2023,Valid,30.04.2026,SGF_269_1100,Marfa,KG,EUR,29.13,29.13,37
30184304,876,"…. - EAUA BUCURESTI NORD, VOLUNTARI",3-Oct-2013,Valid,03.10.2013,SGF_288,Marfa,KG,EUR,33.87,24.94,123
37457851,1605,"…. -  LOUNGE, REPUBLICII, FALTICENI",24-May-2017,Valid,31.05.2020,SGF_288,Marfa,KG,EUR,32.61,24.66,73
37457851,1605.1,"…. - I - RED JACK, HALEI, FALTICENI",27-Nov-2017,Valid,30.11.2020,SGF_29P,Marfa,Cut,EUR,64.14,46,14
4121722,653,"…. - R. SIMION BARNUTIU , TIMISOARA",10-May-2012,Valid,10.04.2016,SGF_288,Marfa,KG,EUR,32.61,24.06,17
4121722,860,"…. - R. SIMION BARNUTIU , TIMISOARA",19-Aug-2013,Valid,20.07.2016,SGF_288,Marfa,KG,EUR,32.61,24.06,17
4121722,1171,"…. - CIA, STR. BUREBISTA, TIMISOARA",3-Jul-2015,Valid,09.07.2018,SGF_29P,Marfa,Cut,EUR,51.05,47.53,443
4121722,1171,"…. - CIA, STR. BUREBISTA, TIMISOARA",3-Jul-2015,Valid,09.07.2018,SGF_288,Marfa,KG,EUR,32.61,24.54,239
4121722,1172,"…. - STR. IOSIF BULBUCA , TIMISOARA",3-Jul-2015,Valid,09.07.2018,SGF_29P,Marfa,Cut,EUR,51.05,47.33,303
4121722,1172,"…. - STR. IOSIF BULBUCA , TIMISOARA",3-Jul-2015,Valid,09.07.2018,SGF_288,Marfa,KG,EUR,32.61,24.63,148
31209610,1059,"…. - LUI, CALEA ARADULUI, TIMISOARA",28-Nov-2014,Valid,01.01.2018,SGF_286_7515,Marfa,KG,EUR,31.36,26,71
31209610,1105,"…. - IV, B-DUL DRAGALINA, TIMISOARA",1-Apr-2015,Valid,10.04.2021,SGF_286_7515,Marfa,KG,EUR,0,25.16,"1,055.00"
31209610,1105,"…. - IV, B-DUL DRAGALINA, TIMISOARA",1-Apr-2015,Valid,10.04.2021,SGF_269_1100,Marfa,KG,EUR,38.89,24.83,247
31209610,1105,"…. - IV, B-DUL DRAGALINA, TIMISOARA",1-Apr-2015,Valid,10.04.2021,SGF_288,Marfa,KG,EUR,35.12,22.67,319
31209610,1183,"…. - LUI, CALEA ARADULUI, TIMISOARA",13-Jul-2015,Valid,13.07.2021,SGF_286_7515,Marfa,KG,EUR,0,26,71
31209610,1184,"…. - AN, STEFAN CEL MARE, TIMISOARA",13-Jul-2015,Valid,31.01.2023,SGF_286_7515,Marfa,KG,EUR,1,23.83,29
31209610,1184,"…. - AN, STEFAN CEL MARE, TIMISOARA",13-Jul-2015,Valid,31.01.2023,SGF_269_1100,Marfa,KG,EUR,35,25.36,62
31209610,1185,"…. - L - BUZIAS, PRINCIPALA, BUZIAS",13-Jul-2015,Valid,13.07.2021,SGF_286_7515,Marfa,KG,EUR,1.12,27,6
31209610,1186,"…. - LICE SRL, SCOLII, MOSNITA NOUA",13-Jul-2015,Anulat,19.07.2018,SGF_286_7515,Marfa,KG,EUR,31.36,24.67,27
31209610,1187,"…. - CTIV, PRINCIPALA, MOSNITA NOUA",14-Jul-2015,Valid,14.07.2021,SGF_286_7515,Marfa,KG,EUR,1.12,24.98,83
31209610,1187,"…. - CTIV, PRINCIPALA, MOSNITA NOUA",14-Jul-2015,Valid,14.07.2021,SGF_288,Marfa,KG,EUR,36.38,25.85,177
35387997,2125,"…. - G-RAL ION DRAGALINA, TIMISOARA",28-Aug-2020,Valid,09.08.2023,BC_ES65ESPRESSA,Marfa,KG,EUR,30.11,24,9
35387997,2125.1,"…. - I BISTRO, TRANDAFIRILOR, GIROC",7-Mar-2022,Valid,06.03.2025,SGF_254,Marfa,KG,EUR,30.11,25.37,21
38134000,1695,"…. - TAURANT FLORA, CUZA VODA, AIUD",19-Sep-2017,Valid,19.09.2020,SGF_200.002.017,Marfa,KG,EUR,17.92,13.76,534
39489388,1886,"…. - OFFEE TIME, MARASESTI, SUCEAVA",13-Aug-2018,Valid,19.08.2021,SGF_200.002.017,Marfa,KG,EUR,23.52,19.41,310
39489388,1886.1,"…. - NDRI INCINTA AUTOGARA, SUCEAVA",1-Oct-2019,Valid,09.10.2022,SGF_200.002.017,Marfa,KG,EUR,23.52,21,27
38883677,1829,"…. -  MOFT, ALEEA LIPSCANI, CARACAL",26-Mar-2018,Valid,31.03.2021,SGF_288,Marfa,KG,EUR,31.36,24,79
29063503,692,"…. - L, STR. MIRCEA CEL MARE, SEBES",25-Sep-2012,Valid,01.09.2015,SGF_288,Marfa,KG,EUR,32.61,21.12,205
29063503,1019,"…. -  GO, VICTOR BABES, CLUJ NAPOCA",13-Oct-2014,Valid,02.12.2015,SGF_288,Marfa,KG,EUR,31.36,21.83,430
40514655,2113,"…. - TIM PUB, GHEORGHE DOJA, HARLAU",29-Jun-2020,Valid,28.06.2023,SGF_269_1100,Marfa,KG,EUR,31.36,26.23,13
34454575,1131,"…. - NTRAL, IOSIF VULCAN, TIMISOARA",19-May-2015,Valid,19.05.2018,SGF_288,Marfa,KG,EUR,33.87,26,13
27030020,2081,"…. - NN, GHEORGHE DOJA, TARGU MURES",20-Feb-2020,Valid,19.02.2024,SGF_269_1100,Marfa,KG,EUR,33.87,27,2
27030020,2081,"…. - NN, GHEORGHE DOJA, TARGU MURES",20-Feb-2020,Valid,19.02.2024,SGF_200.002.017,Marfa,KG,EUR,15,12.75,24
32729823,965,"…. - - Sediu, Ch. Darwin, TIMISOARA",13-May-2014,Valid,13.05.2017,SGF_288,Marfa,KG,EUR,32.61,23.39,35
45597171,2407,"…. - - RARE GARDEN, TUNARI, SECTOR1",17-May-2023,Valid,19.05.2026,SGF_288,Marfa,KG,EUR,25,25.37,8
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,SGF_29P,Marfa,Cut,EUR,65.19,47.46,134
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,SGF_358,Marfa,Cut,EUR,20.9,18.38,93
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,SGF_29L,Marfa,Cut,EUR,24.09,17.6,160
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,SGF_29N,Marfa,Cut,EUR,24.09,17.63,195
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,SGF_29M,Marfa,Cut,EUR,24.09,17.64,150
14601183,1146,"…. - r. VIITORULUI, SFÂNTU GHEORGHE",25-Apr-2013,Valid,31.12.2019,BRO_TAM80,Marfa,Cut,EUR,3.36,2.85,47
3726610,1774,"…. - L EVENTS HALL, CRISAN, SLATINA",9-Jan-2018,Valid,10.01.2021,SGF_29P,Marfa,Cut,EUR,65.06,48.42,89
3726610,1774,"…. - L EVENTS HALL, CRISAN, SLATINA",9-Jan-2018,Valid,10.01.2021,SGF_358,Marfa,Cut,EUR,19.8,18,2
3726610,1774,"…. - L EVENTS HALL, CRISAN, SLATINA",9-Jan-2018,Valid,10.01.2021,SGF_29L,Marfa,Cut,EUR,24.09,20.24,3
